Número de Registro,NIT Productor SDV,Nombre Comercial,Nombre Técnico,Partida Arancelaria,Fecha de Aprobacion,Fecha de Vencimiento
202109230085058,890301960,Propalfolder Buff de peso 190 Grs/m2 en Hojas,PAPELES SIN ESTUCAR NI RECUBRIR DE PESO 190 GRS/M2 EN FOLIOS,4802589000,09/30/2021 02:54:10 PM,09/30/2022 12:00:00 AM
202109230085059,890301960,Earth Pact Natural PVP C1S de peso 342 Grs/m2 en Hojas,Papel recubierto por una cara,4810990000,09/30/2021 02:47:32 PM,09/30/2022 12:00:00 AM
202109230085060,860001899,LAMINA GALVANIZADA CORRUGADA -TEJA,LAMINA GALVANIZADA CORRUGADA -TEJA,7210410000,09/30/2021 10:00:39 AM,09/30/2022 12:00:00 AM
202109230085062,900164838,PRTECTOR CLIPER AK 125/150 R3 MP,PROTECTOR DE CALIPER AK 125/150  R3 MP,8714109000,09/24/2021 04:34:13 PM,09/24/2022 12:00:00 AM
202109230085064,900164838,PRTECTOR CLIPER AK125/150BR MP,PRTECTOR CLIPER AK125/150BR MP,8714109000,09/24/2021 04:38:12 PM,09/24/2022 12:00:00 AM
202109230085065,900164838,PARRILLA AK125/150BR-X MP,PARRILLA PORTA EQUIPAJE AKT TT 125 -150,8714109000,09/24/2021 04:58:19 PM,09/24/2022 12:00:00 AM
202109230085067,900164838,GUARDACADENA NKD SE MP,GUARDACADENA NKD SE MP,8714109000,09/27/2021 09:06:39 AM,09/27/2022 12:00:00 AM
202109230085068,890301960,Propalfolder Buff de peso 230 Grs/m2 en Rollos,Papeles  sin estucar ni recubrir de peso 230 grs/m2 en rollos  utilizado para escribir,4802581000,09/30/2021 02:40:34 PM,09/30/2022 12:00:00 AM
202109230085069,900164838,PROTECTOR DE MOFLE NKD SE MP,PROTECTOR DE MOFLE NKD SE MP,8714109000,09/27/2021 09:45:42 AM,09/27/2022 12:00:00 AM
202109230085070,900164838,SPOILER STOP NKD SE MP,SPOILER STOP NKD SE MP,8714109000,09/27/2021 09:58:18 AM,09/27/2022 12:00:00 AM
202109230085071,900164838,LINEA DE FRENO GRS ACRAD NKD SE MP,LINEA DE FRENO GRS ACRAD NKD SE MP,8714109000,09/27/2021 10:54:29 AM,09/27/2022 12:00:00 AM
202109230085072,900164838,HALADERA FRONTAL AKT TT,HALADERA FRONTAL AKT TT,8714109000,09/27/2021 11:21:26 AM,09/27/2022 12:00:00 AM
202109230085073,900050616,CHAQUETA DE SERVICIO POLICIA NACIONAL  FEMENINA,CHAQUETA DE SERVICIO POLICIA NACIONAL FENENINA,6202130000,09/23/2021 12:00:00 AM,12/31/2021 12:00:00 AM
202109230085074,890301960,Earth Pact Natural PVP C1S de peso 272 Grs/m2 en Hojas,PAPEL RECUBIERTO POR UNA CARA de peso 272 grs/m2 en Hojas. Para empaques de consumo masivo,4810990000,09/30/2021 02:34:04 PM,09/30/2022 12:00:00 AM
202109230085075,860001899,CORPALOSA -CORPATECHO,CUBIERTA METALICA ESTRUCTURAL,7210410000,09/30/2021 09:56:51 AM,09/30/2022 12:00:00 AM
202109230085077,900050616,CHAQUETA DE SERVICIO POLICIA NACIONAL MASCULINA,CHAQUETA DE SERVICIO POLICIA NACIONAL MASCULINO. TEJIDO PLANO 100% POLIESTER  NTMD 0184,6201130000,09/23/2021 12:00:00 AM,12/31/2021 12:00:00 AM
202109230085083,860001899,PERFILES EN C,PERFILES EN C  FORMADOS EN FRIO  EN ACERO NEGRO SIN ALEAR,7216990000,09/30/2021 09:29:08 AM,09/30/2022 12:00:00 AM
202109230085084,891401227,CHALECO DE SERVICIO,CHALECO DE SERVICIO 100% POLIESTER ALTA VISIBILIDAD MALLA TEJIDO DE PUNTO,6307909000,10/01/2021 03:21:34 PM,10/01/2022 12:00:00 AM
202109230085086,891401227,UNIFORME DE FLOTA MASCULINO - COMPUESTO DE CAMISA Y PANTALON 100% POLIESTER,UNIFORME DE FLOTA MASCULINO - COMPUESTO DE CAMISA Y PANTALON 100% POLIESTER,6203230000,10/01/2021 03:08:01 PM,10/01/2022 12:00:00 AM
202109240085089,860510142,ESTANTERIA SEMIPESADA,ESTANTERIA SEMIPESADA,9403200000,09/27/2021 11:50:07 AM,09/27/2022 12:00:00 AM
202109240085090,901011888,CATRE MILITAR,CATRE MILITAR - JEMPP -CEDE4 -DIETE- DIVFE-ET-04089/ INT-OO,9403200000,09/27/2021 11:48:05 AM,09/27/2022 12:00:00 AM
202109240085093,800031074,GORRA AZUL AEREO Y MEDIANOCHE PARA EL PERSONAL FEMENINO FUERZA AEREA,GORRA AZUL AEREO Y MEDIANOCHE PARA EL PERSONAL FEMENINO DE LA FUERZA AEREA COLOMBIANA 45% LANA 55% POLIESTER,6505009000,09/30/2021 11:43:38 AM,09/30/2022 12:00:00 AM
202109240085104,900568704,BOTAS TÉRMICAS,BOTA TÉRMICA MASCULINA Y FEMENINA CON CAPELLADA EN CUERO CON FORRO DE AISLAMIENTO Y SUELA INTEGRAL BIDENSIDAD,6403919000,10/04/2021 07:51:47 AM,10/04/2022 12:00:00 AM
202109240085105,830011157,PLANCHA ASADORA EN ACERO INOXIDABLE/HR A GAS CON SALPICADERO,PLANCHA ASADORA EN ACERO INOXIDABLE/HR A GAS CON SALPICADERO,7321119000,09/30/2021 10:30:10 AM,09/30/2022 12:00:00 AM
202109240085108,860051447,ESTUFA ENANA DE UN (1) QUEMADOR  EN ACERO INOXIDABLE,ESTUFA ENANA DE UN (1) QUEMADOR EN ACERO INOXIDABLE,7321111900,09/30/2021 10:26:04 AM,09/30/2022 12:00:00 AM
202109240085109,830011157,ESTUFA TIPO ENANA EN ACERO INOXIDABLE,ESTUFA TIPO ENANA EN ACERO INOXIDABLE,7321119000,09/30/2021 10:23:30 AM,09/30/2022 12:00:00 AM
202109240085111,890900121,AISLADOR ELECTRICO POLIMERICO,AISLADOR ELECTRICO POLIMERICO,8546901000,09/30/2021 04:50:43 PM,09/30/2022 12:00:00 AM
202109240085114,860001899,ROLLO GALVANIZADO MAYOR O IGUAL A 600MM,ROLLO GALVANIZADO MAYOR O IGUAL A 600MM,7225920090,09/24/2021 12:00:00 AM,09/24/2022 12:00:00 AM
202109240085116,900800050,CALCA TAPA LATERAL ROJO LH,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/01/2021 04:41:09 PM,10/01/2022 12:00:00 AM
202109240085121,830011157,SECCION REFRIGERADA,SECCION REFRIGERADA/ACERO INOXIDABLE,8418500000,09/28/2021 01:09:22 PM,09/28/2022 12:00:00 AM
202109240085122,900800050,CALCOMANÍA CARENAJE tape cowling,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/01/2021 04:24:29 PM,10/01/2022 12:00:00 AM
202109240085124,79666698,CHAQUETA IMPERMEABLE 100% POLIÉSTER TEJIDO PLANO,CHAQUETA DE SERVICIO CON ALTA VISIBILIDAD,6201130000,10/04/2021 03:26:57 PM,12/31/2021 12:00:00 AM
202109270084458,901398813,Farola Pulsar NS200,Farola Pulsar NS200,8714109000,09/28/2021 09:30:17 AM,09/28/2022 12:00:00 AM
202109270084470,901398813,Farola Pulsar NS160,Farola Pulsar NS160,8714109000,09/28/2021 09:54:14 AM,09/28/2022 12:00:00 AM
202109270084823,900858974,TANK GRIP BOXER S PRO,TANK GRIP,8714109000,09/28/2021 10:42:46 AM,09/28/2022 12:00:00 AM
202109270084895,901398813,Farola Pulsar NS200 ABS,Farola Pulsar NS200 ABS,8714109000,09/28/2021 11:10:28 AM,09/28/2022 12:00:00 AM
202109270085119,811003751,PARRILLA NITRO 125,PARRILLA NITRO 125,8714109000,09/28/2021 03:29:50 PM,09/28/2022 12:00:00 AM
202109270085120,811003751,PARRILLA NITRO 151R,PARRILLA NITRO 151R,8714109000,09/29/2021 04:10:18 PM,09/29/2022 12:00:00 AM
202109270085123,79666698,CHAQUETA IMPERMEABLE 100% POLIÉSTER TEJIDO PLANO,CHAQUETA DE SERVICIO,6210300000,10/04/2021 03:15:41 PM,10/04/2022 12:00:00 AM
202109270085125,811003751,SLIDER VENOM 250,SLIDER VENOM 250,8714109000,09/29/2021 04:26:55 PM,09/29/2022 12:00:00 AM
202109270085129,900504184,TINTA NEGRO PROCESS RAFISAN,TINTA RAFISAN,3215110000,10/05/2021 10:30:27 AM,10/05/2022 12:00:00 AM
202109270085131,900504184,VERDE PAN 342 RAFISAN,TINTA RAFISAN,3215190000,10/05/2021 10:23:39 AM,10/05/2022 12:00:00 AM
202109270085132,900504184,AMARILLO PROCESS RAFISAN,TINTA RAFISAN,3215190000,10/05/2021 10:15:58 AM,10/05/2022 12:00:00 AM
202109270085133,900504184,BARNIZ REDUCTOR RAFISAN,BARNIZ RAFISAN,3208900000,10/05/2021 10:11:12 AM,10/05/2022 12:00:00 AM
202109270085134,900504184,BLANCO RAFISAN,TINTA RAFISAN,3215190000,10/05/2021 10:06:21 AM,10/05/2022 12:00:00 AM
202109270085135,900504184,ROJO 186 C RAFISAN,TINTA RAFISAN,3215190000,10/05/2021 09:56:00 AM,10/05/2022 12:00:00 AM
202109270085136,900504184,CAFE PAN 483 RAFISAN,TINTA RAFISAN,3215190000,10/05/2021 09:48:51 AM,10/05/2022 12:00:00 AM
202109270085137,901157719,CUERO WET BLUE PLENA FLOR DE BOVINO,CUERO WET BLUE PLENA FLOR DE BOVINO,4104110000,10/01/2021 08:36:21 PM,10/01/2022 12:00:00 AM
202109270085138,860510142,LOCKER,LOCKER DE 6,9403200000,09/28/2021 09:29:53 AM,09/28/2022 12:00:00 AM
202109270085143,891401227,UNIFORME 6A(FAENA) MASCULINO - COMPUESTO DE CAMISA Y PANTALON 100% POLIESTER,UNIFORME 6A MASCULINO - COMPUESTO DE CAMISA Y PANTALON 100% POLIESTER,6203230000,10/04/2021 12:02:55 PM,10/04/2022 12:00:00 AM
202109270085145,891401227,GORRA TIPO BEISBOLERA,GORRA TIPO BEISBOLERA 98% POLIESTER,6505009000,10/04/2021 07:59:23 AM,10/04/2022 12:00:00 AM
202109270085148,830025306,RECTIFICADOR DE VOLTAJE AC/CARGADOR DE BATERIAS DE 151 A 200AMP,RECTIFICADOR DE VOLTAJE AC/CARGADOR DE BATERIAS DE 151 A 200AMP,8504211900,09/30/2021 04:54:34 PM,09/30/2022 12:00:00 AM
202109270085149,830025306,FUENTE DE 76 A 100AMP,FUENTE DE 76 A 100AMP,8504211900,09/30/2021 04:53:25 PM,09/30/2022 12:00:00 AM
202109270085152,890301960,PROPALPAC MG BLANCO WS 40 GRS/M2,Papel sin estucar ni recubrir en bobinas de peso 40 grs/m2,4805919000,10/04/2021 10:50:09 AM,10/04/2022 12:00:00 AM
202109270085154,890900223,ALAMBRE DE PUAS,ALAMBRE DE PUAS,7313001000,09/30/2021 10:43:55 AM,09/30/2022 12:00:00 AM
202109270085156,900074058,CAMISA FEMENINA   EN TEJIDO PLANO 100% POLIESTER,camisa femeninia fabricada en tejido plano 100% poliester,6206400000,10/04/2021 12:28:09 PM,10/04/2022 12:00:00 AM
202109270085159,93365729,CAMISETA T-SHIRT PARA DAMA  TEJIDO DE PUNTO 100% ALGODON,CAMISETA T-SHIRT PARA DAMA  TEJIDO DE PUNTO 100% ALGODON,6109100000,10/04/2021 11:22:04 AM,10/04/2022 12:00:00 AM
202109270085162,830119276,PANTALON DRIL PARA HOMBRE,PANTALON DRIL PARA HOMBRE EN TEJIDO PLANO 100% ALGODON,6203429000,09/28/2021 12:00:00 AM,09/28/2022 12:00:00 AM
202109280084902,900748210,CHALECO MULTIPROPOSITO,CHALECO MULTIPROPOSITO 100% POLIESTER TEJIDO PLANO,6307909000,10/06/2021 03:42:00 PM,10/06/2022 12:00:00 AM
202109280085155,830011157,MARMITA INDUSTRIAL A GAS EN ACERO INOXIDABLE,MARMITA INDUSTRIAL A GAS EN ACERO INOXIDABLE. 40,8419810000,10/01/2021 08:09:47 AM,10/01/2022 12:00:00 AM
202109280085163,830011157,SECCION NEUTRA PARA DISPENSADORES,SECCION NEUTRA PARA DISPENSADORES EN ACERO INOXIDABLE,9403200000,09/30/2021 08:34:16 AM,09/30/2022 12:00:00 AM
202109280085165,830011157,MESA EN ACERO INOXIDABLE DE PREPARACION,MESA EN ACERO INOXIDABLE DE PREPARACION,9403200000,09/30/2021 08:52:17 AM,09/30/2022 12:00:00 AM
202109280085166,830011157,MESA EN ACERO INOXIDABLE DE PREPARACION,MESA EN ACERO INOXIDABLE DE PREPARACION,9403200000,09/30/2021 08:53:18 AM,09/30/2022 12:00:00 AM
202109280085170,830119276,CAMISA FORMAL PARA DAMA,CAMISA FORMAL PARA DAMA  EN TEJIDO PLANO ALGODON 100%,6206300000,10/06/2021 12:08:28 PM,10/06/2022 12:00:00 AM
202109280085171,830119276,PANTALON DRIL PARA DAMA,PANTALON DAMA TEJ. PLANO 100% ALGODON.,6204620000,09/28/2021 12:00:00 AM,09/28/2022 12:00:00 AM
202109280085172,830119276,CAMISETA T-SHIRT UNISEXO.,CAMISETA T SHIRT UNISEXO,6109909000,09/28/2021 12:00:00 AM,09/28/2022 12:00:00 AM
202109280085173,830119276,SUDADERA PARA HOMBRE EN POLIESTER 100%,SUDADERA PARA HOMBRE (CONJUUNTO DE 2 PIEZAS FORMADO POR CHAQUETA Y PANTALON),6211330000,10/06/2021 11:52:27 AM,10/06/2022 12:00:00 AM
202109280085174,830119276,CHAQUETA DE SERVICIO FEMENINA,CHAQUETA DE SERVICIO FEMENINA  TEJIDO PLANO 100% POLIESTER,6210300000,09/28/2021 12:00:00 AM,09/28/2022 12:00:00 AM
202109280085175,891401227,CHAQUETA DE SERVICIO FEMENINO TEJIDO PLANO 100% POLIESTER,CHAQUETA DE SERVICIO FEMENINO TEJIDO PLANO 100% POLIESTER,6202130000,10/05/2021 05:01:18 PM,12/31/2021 12:00:00 AM
202109280085177,830096510,CALZADO TIPO BOTA MILITAR TÉRMICA CON CAPELLADA EN CUERO BOVINO Y LONA,CALZADO TIPO BOTA MILITAR TÉRMICA CON CAPELLADA EN CUERO BOVINO Y LONA,6403919000,10/01/2021 08:20:05 PM,10/01/2022 12:00:00 AM
202109280085178,890926628,TANQUE-TAPA EN PORCELANA,TANQUE EN PORCELANA,6910100000,10/06/2021 10:22:03 AM,10/06/2022 12:00:00 AM
202109280085179,890926628,SANITARIO EN PORCELANA,TAZA DE PORCELANA,6910100000,10/06/2021 10:16:19 AM,10/06/2022 12:00:00 AM
202109280085181,890926628,LAVAMANOS EN PORCELANA,LAVAMANOS,6910100000,10/06/2021 09:58:34 AM,10/06/2022 12:00:00 AM
202109280085183,890926628,PEDESTAL EN PORCELANA,PEDESTAL EN PORCELANA,6910100000,10/06/2021 09:43:48 AM,10/06/2022 12:00:00 AM
202109280085184,860510142,ARCHIVADOR CAJONERA 2X1,ARCHIVADOR CAJONERA 2X1,9403100000,09/30/2021 08:56:57 AM,09/30/2022 12:00:00 AM
202109280085185,900800050,STRIPE TANK COVER RR (16121) STRIPE R FR COWL  STRIPE L FR COWL BLANCO  STRIPE B,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/06/2021 08:55:37 AM,10/06/2022 12:00:00 AM
202109280085188,900800050,STRIPE R FR COWL AZUL STRIPE L FR COWL AZUL  STRIPE B,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/06/2021 08:51:34 AM,10/06/2022 12:00:00 AM
202109280085189,900800050,CALC TAPA SWITCH INF DER NG-VER NTORQ FI CALC TAPA SWITCH INF IZQ NG-VER NTORQ FI CAL CUB BAUL LAT DER INF NG-VER NTORQ FI CAL CUB BAUL LAT IZQ INF NG-VER NTORQ FI CALC CUB SILLIN DER INF NG-VER NTORQ FI CALC CUB SILLIN IZQ INF NG-VER  CAL CUB SILLIN,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/06/2021 08:47:25 AM,10/06/2022 12:00:00 AM
202109280085191,805006536,PUESTO DE TRABAJO DOCENTE ( 1 MESA Y SILLA),PUESTO DE TRABAJO DOCENTE (1MESA Y SILLA ),9403100000,09/30/2021 09:29:00 AM,09/30/2022 12:00:00 AM
202109280085193,900800050,CALC CUB SILLIN IZQ INF NG-NAR NTORQ FI CAL CUB SILLIN DER CENTR NG-NAR NTORQ FI CAL CUB SILLIN IZQ CENTR NG-NAR NTORQ FI CALC TAPA SWITCH INF DER NG-AZ NTORQ FI CALC TAPA SWITCH INF IZQ NG-AZ NTORQ FI CAL CUB BAUL LAT DER INF NG-AZ NTORQ FI CAL CUB,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/06/2021 08:44:48 AM,10/06/2022 12:00:00 AM
202109280085196,860510142,ESTANTERIA METALICA DE 3000X920X300 MM,ESTANTERIA METALICA DE 3000X920X300 MM,9403200000,09/30/2021 09:38:13 AM,09/30/2022 12:00:00 AM
202109280085198,900800050,CAL CTA TAN IZQ FZ ROAD EXPLOR      CAL CTA TAN DER FZ ROAD EXPLOR,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/06/2021 08:40:10 AM,10/06/2022 12:00:00 AM
202109280085199,900800050,CALC 155 ROJA  BBE2,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/05/2021 05:22:45 PM,10/05/2022 12:00:00 AM
202109280085200,900800050,DIAPASON GOTA 45 ROAD EXPLORER,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/05/2021 05:17:23 PM,10/05/2022 12:00:00 AM
202109280085201,900800050,EMBLEMA NMAX 3D COBRE  BBE2          EMBLEMA NMAX 3D NEGRO BBE2,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/06/2021 08:37:30 AM,10/06/2022 12:00:00 AM
202109280085207,900800050,CAL CUB LAT LH TCMAX      CAL CUB LAT RH TCMAX,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/05/2021 05:28:04 PM,10/05/2022 12:00:00 AM
202109280085208,900800050,CAL SUSPENSION BENELLI (BIS),CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/05/2021 05:09:53 PM,10/05/2022 12:00:00 AM
202109280085209,900800050,CALC MOBIL RECOMENDACIONES CBU      CAL MOBIL SCOOTER LOG      CAL MOBIL ULTRA  LOG      CAL MOBIL 1  LOG      CAL MOBIL VERIF SCOOTER      CAL MOBIL VERIF 20W50      CAL MOBIL VERIF 15W50      CAL MOBIL VERIF RACING,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/06/2021 08:34:38 AM,10/06/2022 12:00:00 AM
202109280085210,890301960,PROPALFOLDER BUFF DE PESO 190 GRS/M2 EN ROLLOS,PAPELES SIN ESTUCAR NI RECUBRIR DE PESO 190 GRS/M2 EN ROLLOS,4802581000,10/05/2021 04:44:25 PM,10/05/2022 12:00:00 AM
202109280085211,900074058,CAMISA FEMENINA  EN TEJIDO PLANO 50% POLIESTER Y 50% ALGODON,CAMISA FEMENINA   EN TEJIDO PLANO 50% POLIESTER Y 50% ALGODON,6206400000,10/05/2021 04:05:14 PM,10/05/2022 12:00:00 AM
202109280085212,890301960,PROPALCOTE C2S GLOSS CON PESO DE 115 GRS/M2,PAPEL ESTUCADO POR LAS DOS CARAS CON CAOLÍN U OTRAS SUSTANCIAS INORGANICAS,4810190000,10/05/2021 04:37:47 PM,10/05/2022 12:00:00 AM
202109280085214,900050616,GUANTES EN CUERO,GUANTES EN CUERO,4203290000,09/30/2021 11:44:54 AM,09/30/2022 12:00:00 AM
202109280085215,890301960,PROPALPOLY NATURAL PE1S 278 GRS/M2 EN ROLLOS,PAPEL RECUBIERTO POR UNA CARA DE PLASTICO DE PESO 278 GRS/M2 EN ROLLOS UTILIZADO PARA EL SEGMENTO DE ALIMENTOS,4811599000,10/05/2021 04:29:35 PM,10/05/2022 12:00:00 AM
202109280085216,890301960,EARTH PACT NATURAL PVP C1S DE PESO 310 GRS/M2 EN HOJAS,PAPEL RECUBIERTO POR UNA CARA DE PESO 310 GRS/M2 EN HOJAS. PARA EMPAQUES DE CONSUMO MASIVO,4810990000,10/05/2021 04:16:59 PM,10/05/2022 12:00:00 AM
202109280085217,900074058,CAMISAS PARA HOMBRE EN TEJIDO PLANO POLI-ALGODON 50/50,CAMISAS PARA HOMBRE EN TEJIDO PLANO POLI-ALGODON 50/50,6205300000,10/05/2021 03:51:21 PM,10/05/2022 12:00:00 AM
202109280085219,900074058,CAMISA AZUL MASCULINA TEJIDO PLANO TAFETAN TIPO CHAMBRAY 55% ALGODON Y 45% POLIESTER,CAMISA AZUL MASCULINA TEJIDO PLANO TAFETAN TIPO CHAMBRAY 55% ALGODON Y 45% POLIESTER,6205200000,10/05/2021 03:36:36 PM,10/05/2022 12:00:00 AM
202109280085221,860001899,TUNNEL LINER,LAMINA METALICA GALVANIZADA PARA REVETIMIENTO DE TUNELES,7308909000,09/30/2021 10:49:17 AM,09/30/2022 12:00:00 AM
202109280085223,890807529,Gelatina Cosmic Normandy,Gelatina preparada con sabor a frutas,2106901000,09/29/2021 04:03:48 PM,09/29/2022 12:00:00 AM
202109290085026,900131528,MANUBRIO GIXXER - 34J10,HANDLEBAR,8714109000,09/30/2021 09:53:57 AM,09/30/2022 12:00:00 AM
202109290085213,900800050,EMBLEM,CALCOMANIA DECORATIVA ADHESIVA PARA MOTO,4908909000,10/06/2021 04:49:10 PM,10/06/2022 12:00:00 AM
202109290085228,901326060,GUANTES TERMICOS TIPO DESIERTO,GUANTES TERMICOS TIPO DESIERTO TEJIDO DE PUNTO 100% POLIESTER,6116930000,10/06/2021 04:33:08 PM,10/06/2022 12:00:00 AM
202109290085229,901326060,GUANTES TERMICOS,GUANTES TERMICOS  TEJIDO DE PUNTO 100% POLIESTER,6116930000,10/06/2021 04:22:11 PM,10/06/2022 12:00:00 AM
202109290085231,900164838,PROT FAROLA NKD MAST V2 MP,PROT FAROLA NKD MAST V2 MP,8714109000,09/30/2021 09:26:39 AM,09/30/2022 12:00:00 AM
202109290085243,800000313,MUÑECO,MUÑECO CONFECCIONADO EN TELAS SUAVES RELLENO,9503009300,09/30/2021 05:03:31 PM,09/30/2022 12:00:00 AM
202109290085244,800000313,COJIN BORDADO CON RELLENO,COJIN  BORDADO CON RELLENO POLIESTER,9404900000,09/30/2021 09:44:08 AM,09/30/2022 12:00:00 AM
202109290085246,800000313,MANTA BORDADA,MANTA TEXTIL EN TEJIDO DE PUNTO 100% POLIESTER,6301400000,10/06/2021 03:58:24 PM,10/06/2022 12:00:00 AM
202109300085095,811003751,DEFENSA BOMBER 150 LH,DEFENSA BOMBER 150 LH,8714109000,10/01/2021 02:45:58 PM,10/01/2022 12:00:00 AM
202109300085100,811003751,DEFENSA BOMBER 150 RH,DEFENSA BOMBER 150 RH,8714109000,10/01/2021 03:28:19 PM,10/01/2022 12:00:00 AM
202109300085102,811003751,PROTECTOR FAROLA BOMBER 150,PROTECTOR FAROLA BOMBER 150,8714109000,10/01/2021 04:03:13 PM,10/01/2022 12:00:00 AM
202109300085103,811003751,PARRILLA COMBAT 125,PARRILLA COMBAT 125,8714109000,10/01/2021 04:21:19 PM,10/01/2022 12:00:00 AM
202109300085115,811003751,SLIDER VENOM 400 LH,SLIDER VENOM 400 LH,8714109000,10/04/2021 12:36:36 PM,10/04/2022 12:00:00 AM
202109300085117,811003751,SLIDER VENOM 400 RH,SLIDER VENOM 400 LH,8714109000,10/04/2021 12:45:34 PM,10/04/2022 12:00:00 AM
202109300085176,890301884,CREMA SABOR A CHOCOLATE CON AVELLANA. VARIAS MARCAS,CREMA SABOR A CHOCOLATE CON AVELLANAS,1806900090,09/30/2021 11:16:35 AM,09/30/2022 12:00:00 AM
202109300085252,890301884,CHOCOLATE DE LECHE CON RELLENO. VARIAS MARCAS,CHOCOLATES RELLENOS VARIOS SABORES,1806310000,09/30/2021 10:52:27 AM,09/30/2022 12:00:00 AM
202109300085254,830100498,PIJAMA TERMICA,PIJAMA TERMICA EN TELA MICROFIBRA POLIESTER 90% - ELASTANO 10% TEJIDO DE PUNTO TEÑIDO.,6107220000,10/07/2021 08:52:30 AM,10/07/2022 12:00:00 AM
202109300085256,900568704,BOTAS DE SEGURIDAD,BOTAS DE SEGURIDAD DIELÉCTRICAS PARA EL PERSONAL DE MANTENIMIENTO,6402190000,10/04/2021 07:55:36 AM,10/04/2022 12:00:00 AM
202109300085257,890301884,CHOCOLATE BLANCO CON AGREGADOS. VARIAS MARCAS,CHOCOLATE BLANCO CON CHIPS DE GALLETA SABOR A CHOCOLATE,1704901000,09/30/2021 10:45:38 AM,09/30/2022 12:00:00 AM
202109300085260,900106777,CAJA DE SOBREPONER O EMPOTRAR NEMA 7  PARA USO ELECTRICO EN AEREAS PELIGROSAS (CLASIFICADAS) (REFERENCIA DESDE LA S7-CE151010 HASTA LA S7-CE1407035),CAJA DE SOBREPONER O EMPOTRAR NEMA 7  PARA USO ELECTRICO EN AEREAS PELIGROSAS (CLASIFICADAS) (REFERENCIA DESDE LA S7-CE151010 HASTA LA S7-CE1407035),8538100000,09/30/2021 12:00:00 AM,09/30/2022 12:00:00 AM
202109300085261,900106777,CAJA REDONDA GUA CON TAPA ROSCADA EN HIERRO PARA USO ELECTRICO EN AREAS PELIGROSAS(CLASIFICADAS)  DE 1/2 PULGADA HASTA 4 PULGADAS  TIPO C,CAJA REDONDA GUA CON TAPA ROSCADA EN HIERRO PARA USO ELECTRICO EN AREAS PELIGROSAS(CLASIFICADAS)  DE 1/2 PULGADA HASTA 4 PULGADAS  TIPO C,8538100000,09/30/2021 12:00:00 AM,09/30/2022 12:00:00 AM
202109300085262,900106777,CAJA REDONDA GUA CON TAPA ROSCADA EN ALUMINIO PARA USO ELECTRICO EN AREAS PELIGROSAS(CLASIFICADAS)  DE 1/2 PULGADA HASTA 4 PULGADAS  TIPO C,CAJA REDONDA GUA CON TAPA ROSCADA EN ALUMINIO PARA USO ELECTRICO EN AREAS PELIGROSAS(CLASIFICADAS)  DE 1/2 PULGADA HASTA 4 PULGADAS  TIPO C,8538100000,09/30/2021 12:00:00 AM,09/30/2022 12:00:00 AM
202109300085263,900106777,CAJA CUADRADA GUB CON TAPA ROSCADA PARA USO ELECTRICO EN AREAS PELIGROSAS(CLASIFICADAS) /REF: SIN MIRILLA (DESDE S7-GUB0 HASTA S7-GUB4) CON MIRILLA(DESDE: S7-GUBW0 HASTA S7-GUBW4),CAJA CUADRADA GUB CON TAPA ROSCADA PARA USO ELECTRICO EN AREAS PELIGROSAS(CLASIFICADAS) /REF: SIN MIRILLA (DESDE S7-GUB0 HASTA S7-GUB4) CON MIRILLA(DESDE: S7-GUBW0 HASTA S7-GUBW4),8538100000,09/30/2021 12:00:00 AM,09/30/2022 12:00:00 AM
202109300085264,900106777,SELLO CORTAFUEGO EN ALUMINIO PARA USO ELECTRICO EN AREAS PELIGROSAS(CLASIFICADAS)  DE 1/2 PULGADA HASTA 6 PULGADAS  TIPO HEMBRA-HEMBRA REF S7-EYA050-S7-EYA600/ HEMBRA-HEMBRA CON VALVULA DE DRENAJE REF S7-EYD050-S7-EYD600/ HEMBRA-MACHO REF S7-EYAM050-,SELLO CORTAFUEGO EN ALUMINIO PARA USO ELECTRICO EN AREAS PELIGROSAS(CLASIFICADAS)  DE 1/2 PULGADA HASTA 6 PULGADAS  TIPO HEMBRA-HEMBRA REF S7-EYA050-S7-EYA600/ HEMBRA-HEMBRA CON VALVULA DE DRENAJE REF S7-EYD050-S7-EYD600/ HEMBRA-MACHO REF S7-EYAM050-,8538100000,09/30/2021 12:00:00 AM,09/30/2022 12:00:00 AM
